"carat","depth","table","x","y","z","cutNumber","colorNumber","priceNumber"
0.79,62.3,57,5.9,5.85,3.66,3,4,3
0.79,62.3,57,5.9,5.85,3.66,3,4,3
0.79,62.3,57,5.9,5.85,3.66,3,4,3
0.7,61.9,58,5.71,5.72,3.54,5,5,3
0.8,62.7,58,5.91,5.93,3.71,4,5,3
0.81,62.5,59,5.97,5.9,3.71,4,6,3
0.73,62,60,5.76,5.73,3.56,4,6,3
0.75,61.6,55,5.82,5.86,3.6,3,4,3
0.71,59.6,60,5.85,5.8,3.47,4,6,3
0.75,62.3,57,5.83,5.8,3.62,3,7,3
0.72,61.4,59,5.79,5.71,3.53,4,7,3
0.79,63,54,5.91,5.94,3.73,5,5,3
0.7,58.4,59,5.83,5.91,3.43,5,6,3
0.7,59.3,62,5.78,5.82,3.44,5,4,3
0.7,63.3,59,5.59,5.62,3.55,5,4,3
0.86,61.2,58,6.1,6.16,3.75,5,2,3
0.91,63.5,58,6.17,6.12,3.9,5,1,3
0.91,62.8,59,6.19,6.14,3.87,4,1,3
0.8,62.2,58,5.92,5.95,3.69,3,2,3
0.61,62.4,53.9,5.42,5.43,3.38,3,6,3
0.61,62.1,54.2,5.43,5.45,3.38,3,6,3
0.7,62.3,53,5.69,5.73,3.56,3,5,3
0.79,60.3,60,5.98,6.02,3.62,3,4,3
0.33,62.9,55,4.46,4.41,2.79,3,4,1
0.32,61.3,55,4.41,4.46,2.72,3,7,1
0.25,63.6,57,4.04,4.01,2.56,2,5,1
0.25,61.5,60,4.04,4.02,2.48,4,6,1
0.31,59.8,60,4.42,4.38,2.63,4,2,1
0.31,62.3,57,4.35,4.32,2.7,4,2,1
0.31,62.7,58,4.34,4.31,2.71,4,3,1
0.31,60.1,57,4.44,4.41,2.66,3,6,1
0.31,60.8,60,4.42,4.37,2.67,4,2,1
0.31,59.9,60,4.44,4.41,2.65,4,2,1
0.31,60.7,61,4.34,4.32,2.63,4,2,1
0.31,62.3,60,4.32,4.31,2.69,4,2,1
0.31,61,61,4.39,4.33,2.66,4,3,1
0.31,62.4,57,4.35,4.31,2.7,4,3,1
0.31,62.9,56,4.31,4.27,2.7,3,3,1
0.82,63.6,56,5.9,5.95,3.77,5,3,3
0.7,61,60,5.75,5.7,3.49,4,7,3
0.71,61.2,56,5.76,5.81,3.54,3,3,3
0.9,61.9,57,6.19,6.13,3.81,3,2,3
1.05,58.3,57,6.72,6.67,3.9,4,2,3
0.71,60.6,56,5.76,5.8,3.5,3,4,3
0.73,64.2,54,5.68,5.72,3.66,2,6,3
0.73,63.2,56,5.75,5.76,3.64,2,6,3
1,65.2,54,6.3,6.22,4.08,1,3,3
1,67,55,6.25,6.12,4.16,1,3,3
0.71,61.4,58,5.75,5.79,3.54,4,7,3
0.71,60.6,58,5.77,5.79,3.5,4,7,3
0.71,61.7,57,5.7,5.75,3.53,3,7,3
0.91,62,59,6.18,6.23,3.85,4,2,3
0.85,62,57,6.1,6.02,3.76,3,4,3
0.73,61.4,58,5.76,5.8,3.55,3,6,3
0.77,63.6,57,5.79,5.88,3.71,5,4,3
0.71,62.2,56,5.74,5.71,3.56,3,5,3
0.93,62,57,6.22,6.26,3.87,3,2,3
0.7,62.5,58,5.63,5.67,3.53,3,6,3
0.71,59.5,58,5.82,5.87,3.48,5,5,3
0.71,62.1,54,5.7,5.76,3.56,3,3,3
0.83,63.1,57,5.95,5.9,3.74,5,7,3
0.8,62.5,56,5.92,5.96,3.71,5,3,3
0.7,63.8,58,5.61,5.58,3.57,2,5,3
0.73,61.9,55,5.83,5.77,3.59,3,4,3
0.72,61,55,5.78,5.85,3.55,3,5,3
0.71,62.6,55,5.71,5.67,3.56,3,5,3
0.71,59.9,59,5.77,5.81,3.47,5,6,3
0.71,60.1,60,5.76,5.79,3.47,5,7,3
0.9,64.1,66,6.04,5.98,3.85,1,2,3
0.71,63.3,59,5.62,5.66,3.57,5,6,3
0.53,61.6,56,5.24,5.18,3.21,3,5,3
0.72,63,57,5.69,5.73,3.6,5,6,3
0.7,61.8,59,5.63,5.69,3.5,5,6,3
0.75,61.5,58,5.82,5.86,3.59,5,6,3
0.71,62.4,54,5.71,5.74,3.57,3,6,3
0.78,61.1,56,5.94,5.98,3.64,3,5,3
0.9,58.7,60,6.35,6.28,3.7,4,2,3
0.8,58.2,63,6.07,6.03,3.52,5,7,3
0.51,63.3,58,5.03,5.08,3.2,5,6,3
1.02,61.7,56,6.49,6.44,3.99,3,2,3
0.81,63.6,55,5.91,5.86,3.74,2,7,3
0.81,61.3,60,6,5.94,3.66,4,5,3
0.8,59.4,58,6.07,6.09,3.61,3,2,3
0.7,61.3,54,5.72,5.76,3.52,5,5,3
0.74,61,58,5.82,5.85,3.56,5,6,3
0.7,61.8,57,5.68,5.71,3.52,3,4,3
0.71,61.3,60,5.74,5.71,3.51,5,6,3
0.7,62.3,54,5.67,5.72,3.55,3,6,3
0.71,62.7,57,5.69,5.73,3.58,3,4,3
0.9,58.7,63,6.23,6.2,3.65,5,6,3
0.71,61.7,57,5.75,5.7,3.53,3,4,3
0.72,63.3,57,5.69,5.72,3.61,5,5,3
0.7,62,61,5.71,5.62,3.51,4,4,3
0.7,63.2,58,5.66,5.6,3.56,5,5,3
0.59,60.6,59,5.44,5.49,3.31,5,7,3
0.75,62.3,57,5.81,5.87,3.64,3,5,3
0.9,62.7,64,6,6.09,3.79,2,3,3
0.91,60.2,52,6.27,6.15,3.74,4,3,3
0.8,62,60,5.92,5.86,3.65,4,3,3
0.81,60.2,58,6.06,6.1,3.66,5,3,3
0.7,62.6,54,5.69,5.72,3.57,3,7,3
0.76,58.3,62,6.12,5.95,3.52,4,6,3
0.95,58.8,60,6.35,6.31,3.72,4,4,3
0.71,62.7,59,5.65,5.67,3.55,5,3,3
0.73,62.7,58,5.73,5.75,3.6,5,5,3
0.83,61.9,56,5.99,6.02,3.72,5,5,3
0.8,60.8,56,6.02,6.01,3.66,3,6,3
0.72,62.4,57,5.71,5.74,3.57,3,6,3
0.8,59.9,58,6.03,5.96,3.59,4,6,3
0.82,62.6,59,5.99,5.93,3.73,4,3,3
1.24,61.9,55,6.85,6.92,4.26,5,1,3
0.7,61.2,54,5.92,5.64,3.54,3,5,3
1,57.6,61,6.67,6.6,3.82,2,3,3
0.7,61.5,56,5.73,5.68,3.51,3,6,3
0.8,63.8,59,5.83,5.87,3.73,2,5,3
0.71,61.1,58,5.76,5.72,3.51,4,5,3
0.7,60.8,56,5.78,5.79,3.52,3,5,3
1.01,67.1,59,6.27,6.19,4.18,1,4,3
0.72,62,56,5.77,5.75,3.57,3,5,3
0.79,61.6,55,5.96,5.98,3.68,3,4,3
0.79,61.5,55,5.89,5.94,3.64,5,3,3
0.85,64.9,56,5.95,5.98,3.87,2,4,3
0.71,62.7,57,5.69,5.73,3.58,5,6,3
0.72,62.5,57,5.7,5.73,3.57,3,3,3
0.79,62.3,55,5.9,5.94,3.69,3,6,3
0.76,62.1,57,5.82,5.87,3.63,3,6,3
0.73,60.9,59,5.82,5.77,3.53,4,7,3
0.7,60.5,58,5.76,5.81,3.5,3,3,3
0.74,61.1,57,5.83,5.86,3.57,3,2,3
0.82,62.4,54,5.97,6.04,3.75,2,3,3
0.73,61.7,55,5.8,5.84,3.59,3,4,3
0.9,62.5,58,6.15,6.1,3.83,4,2,3
0.9,60.6,60,6.28,6.23,3.79,4,2,3
1,65.8,58,6.28,6.16,4.09,1,6,3
0.76,61.7,57,5.84,5.89,3.62,3,6,3
0.72,62.3,55,5.72,5.74,3.57,3,3,3
0.81,62.7,58,5.9,5.96,3.72,5,2,3
0.71,62.1,60,5.72,5.68,3.54,4,7,3
0.72,62.7,58,5.65,5.68,3.55,5,7,3
0.73,61.6,55,5.77,5.81,3.56,3,5,3
0.7,62.4,58,5.66,5.68,3.54,5,6,3
0.7,61.8,59,5.63,5.67,3.49,5,6,3
0.72,61.5,55,5.76,5.79,3.55,3,4,3
0.7,61.9,58,5.7,5.73,3.54,3,6,3
0.7,62.1,55,5.71,5.75,3.56,3,6,3
0.7,61,61,5.69,5.72,3.48,2,6,3
0.79,63,59,5.84,5.8,3.66,4,5,3
0.71,59.6,60,5.8,5.85,3.47,5,6,3
0.72,61.1,59,5.75,5.8,3.53,4,6,3
0.75,62.3,57,5.8,5.83,3.62,3,7,3
0.76,61.7,54,5.88,5.92,3.64,3,4,3
0.7,62.4,57,5.67,5.71,3.55,5,5,3
0.74,62.3,56,5.75,5.78,3.59,5,3,3
0.91,62.8,59,6.14,6.19,3.87,5,1,3
0.71,58.2,60,5.89,5.94,3.44,2,5,3
0.72,62.6,56,5.75,5.72,3.59,3,5,3
0.72,62,55,5.74,5.77,3.57,3,3,3
0.72,58,57.8,5.85,5.87,3.4,2,4,3
0.56,60.1,58,5.36,5.42,3.24,5,7,3
0.79,62.3,58,5.92,5.89,3.68,4,4,3
0.74,65.2,58,5.7,5.6,3.69,1,4,3
0.7,63,56,5.61,5.69,3.56,5,7,3
0.7,61.3,57,5.72,5.76,3.52,3,7,3
0.72,61.3,56,5.77,5.81,3.55,3,4,3
0.71,58.9,61,5.8,5.9,3.44,2,5,3
0.77,62.8,58,5.75,5.78,3.62,5,3,3
0.72,61.5,60,5.79,5.75,3.55,4,6,3
0.73,62.7,56,5.75,5.73,3.6,4,5,3
0.72,61.1,57,5.8,5.82,3.55,3,3,3
0.71,62.1,53,5.77,5.7,3.56,4,5,3
0.96,60.4,56,6.32,6.23,3.79,4,6,3
0.72,62,56,5.73,5.76,3.56,3,6,3
0.82,62.4,56,6.01,5.98,3.74,4,5,3
0.91,58.6,63,6.38,6.32,3.72,5,6,3
0.71,62.9,55,5.64,5.68,3.56,5,6,3
0.7,63.6,58,5.61,5.56,3.55,2,6,3
0.75,61.7,56,5.84,5.86,3.61,3,6,3
0.9,64.2,62,6.08,6,3.88,2,5,3
0.9,62.1,62,6.12,6.05,3.78,4,1,3
1.5,65.6,54,7.26,7.09,4.7,1,3,3
0.9,64.6,58,6.12,6.06,3.93,1,1,3
0.71,61.6,56,5.71,5.75,3.53,3,2,3
0.71,61.5,56,5.72,5.76,3.52,3,2,3
0.7,60.9,56,5.73,5.79,3.51,3,4,3
0.85,63.1,58,6.02,6,3.79,5,6,3
0.75,61.2,55,5.87,5.92,3.61,3,5,3
0.7,61.3,56,5.68,5.71,3.49,5,6,3
0.86,62.6,56,6.01,6.07,3.78,5,4,3
0.31,60.8,61,4.43,4.39,2.68,4,6,1
0.31,61.4,55,4.39,4.37,2.69,3,4,1
0.31,62.6,56,4.33,4.37,2.72,5,4,1
0.31,60.9,57,4.37,4.39,2.67,5,4,1
0.24,62.1,56,3.97,4,2.47,3,4,1
0.24,62,55,4.01,4.03,2.49,3,4,1
0.32,61.9,55,4.4,4.43,2.73,3,6,1
0.24,61.7,56,3.99,4.01,2.47,3,4,1
0.24,61.8,55,3.99,4.02,2.47,3,4,1
0.24,61.3,57,4,4.03,2.46,3,4,1
0.32,61.8,55,4.42,4.45,2.74,3,4,1
0.25,61.5,56,4.06,4.08,2.5,5,6,1
0.27,60.4,58,4.18,4.2,2.53,5,5,1
0.36,61.6,56,4.57,4.62,2.83,3,5,1
0.32,60.2,58,4.43,4.47,2.68,4,3,1
0.75,60.2,60,5.89,5.93,3.56,5,6,3
1.13,64.8,59,6.52,6.42,4.19,1,3,3
1.06,61.5,57,6.57,6.49,4.02,4,2,3
0.8,61.2,57,6.02,6.07,3.7,3,4,3
0.72,60.6,56,5.84,5.87,3.55,5,4,3
0.78,62.6,57,5.91,5.85,3.68,4,6,3
1.04,59.9,64,6.51,6.45,3.88,2,2,3
0.81,63.8,58,5.85,5.97,3.77,5,6,3
0.7,61.7,56,5.64,5.71,3.5,3,4,3
0.81,62.6,58,5.96,5.9,3.71,4,3,3
0.75,62.3,57,5.83,5.86,3.64,3,4,3
0.7,60.5,56,5.74,5.79,3.49,3,6,3
0.7,59.8,62,5.74,5.8,3.45,2,6,3
0.57,61.8,54,5.33,5.35,3.3,3,5,3
1,69.3,58,5.96,5.87,4.1,1,7,3
0.7,62.1,57,5.69,5.72,3.54,5,5,3
0.82,63.3,56,5.99,5.95,3.78,5,6,3
0.83,61.6,59,6.02,5.99,3.7,4,4,3
0.77,60.4,58,6,5.88,3.59,4,6,3
0.72,61,56,5.82,5.85,3.56,3,6,3
0.71,60.8,58,5.75,5.77,3.5,5,4,3
0.76,60.9,58,5.9,5.85,3.58,4,7,3
0.71,62.5,58,5.7,5.73,3.57,3,4,3
0.8,61,55,6,6.03,3.67,3,6,3
0.72,59.9,59,5.76,5.82,3.47,3,3,3
0.86,61.8,58,6.12,6.15,3.79,4,5,3
0.7,61.3,61,5.63,5.69,3.47,2,7,3
0.7,62.2,55,5.67,5.71,3.54,3,6,3
0.91,61.6,57,6.24,6.23,3.84,3,2,3
0.71,61.7,57,5.7,5.75,3.53,3,4,3
0.71,59.5,57,5.86,5.83,3.48,3,6,3
0.71,62.6,58,5.72,5.68,3.57,4,6,3
0.9,63.1,57,6.12,6.06,3.84,5,1,3
0.7,63.1,56,5.62,5.69,3.57,5,7,3
0.82,62.3,60,5.97,5.94,3.71,4,3,3
0.8,61.9,54.1,5.92,5.98,3.69,3,2,3
0.84,62,56,6.02,6.05,3.74,3,4,3
0.74,61.5,56,5.8,5.84,3.58,3,7,3
0.6,60.1,54,5.5,5.58,3.33,5,5,3
0.76,61.6,55,5.92,5.89,3.64,3,2,3
0.83,61.3,58,6.03,6,3.69,4,7,3
0.72,62.9,57,5.68,5.73,3.59,5,6,3
0.75,60.6,55,5.91,5.93,3.59,3,4,3
0.7,62.8,56,5.66,5.68,3.56,5,6,3
1.06,61,66,6.54,6.35,3.93,1,1,3
0.87,61,56,6.15,6.19,3.77,5,3,3
0.7,63,55,5.65,5.69,3.57,3,4,3
0.75,61.1,57,5.83,5.86,3.57,3,6,3
1.01,65.1,57,6.27,6.22,4.07,1,4,3
0.71,59.3,55,5.88,5.95,3.51,5,4,3
1.24,61.9,55,6.92,6.85,4.26,4,1,3
0.81,61.7,58,5.97,5.93,3.67,4,7,3
0.7,60.9,56,5.76,5.8,3.52,3,4,3
0.88,63.3,55,6.11,6.06,3.85,5,2,3
0.74,61.9,55,5.8,5.83,3.6,3,2,3
0.7,62.8,57,5.69,5.75,3.59,3,7,3
0.7,61.6,57,5.7,5.73,3.52,3,5,3
0.85,57.7,67,6.26,6.19,3.59,1,4,3
0.73,62.4,58.1,5.71,5.75,3.58,5,4,3
0.87,61.6,58,6.14,6.1,3.77,4,5,3
0.7,60.6,60,5.77,5.69,3.47,4,4,3
0.74,60.9,62,5.83,5.8,3.54,4,6,3
0.77,62.5,56,5.87,5.91,3.68,3,6,3
0.9,60.6,60,6.23,6.28,3.79,4,2,3
0.9,62,56,6.16,6.2,3.83,3,2,3
0.7,61.6,61,5.66,5.61,3.47,4,7,3
0.7,63.4,59,5.58,5.55,3.53,5,7,3
0.75,60.6,57,5.86,5.89,3.56,5,3,3
0.77,60.4,58,5.91,5.95,3.58,5,6,3
0.89,63.3,59,6.04,6.09,3.84,2,3,3
0.72,61.6,55,5.78,5.77,3.56,3,4,3
0.73,58.6,66,5.92,5.88,3.46,1,5,3
1.01,64.6,56,6.31,6.24,4.05,1,7,3
0.81,61.9,58,5.99,5.96,3.7,4,5,3
0.7,61.7,55,5.69,5.72,3.52,3,3,3
0.78,60.6,57,5.95,5.97,3.61,3,4,3
0.92,60.2,61,6.32,6.27,3.79,4,7,3
0.55,61.2,54,5.3,5.35,3.26,3,5,3
0.72,60.4,56,5.8,5.86,3.52,3,2,3
0.91,63.4,58,6.08,6.12,3.87,5,2,3
0.71,61.1,58,5.8,5.76,3.53,4,6,3
0.55,60.3,59,5.34,5.3,3.21,4,7,3
0.71,60.4,57,5.78,5.81,3.5,3,2,3
0.71,61.3,55,5.73,5.79,3.53,3,4,3
0.71,61.9,56,5.73,5.76,3.55,3,4,3
0.71,61.4,56,5.72,5.77,3.53,3,4,3
0.91,63.1,60,6.13,6.1,3.86,5,5,3
0.61,61.2,56,5.46,5.48,3.35,3,4,3
0.82,62.5,59,5.96,5.94,3.72,4,3,3
0.71,62.1,57,5.67,5.69,3.53,5,6,3
0.74,61.3,58,5.8,5.84,3.57,5,6,3
0.83,62.1,58,5.98,6.06,3.74,5,5,3
0.8,62.2,57,5.89,5.85,3.65,3,7,3
1,62.5,62,6.42,6.35,3.99,5,4,3
1.2,62.2,66,6.77,6.7,4.2,1,2,3
0.61,62,54,5.43,5.47,3.38,3,6,3
0.7,61.8,57,5.67,5.75,3.53,3,5,3
0.7,61.4,58,5.7,5.73,3.51,3,5,3
0.75,61.9,55,5.82,5.85,3.61,3,3,3
1,55.4,62,6.63,6.59,3.66,1,6,3
0.82,62.2,57,6,5.97,3.72,3,6,3
0.72,61,57,5.77,5.8,3.53,3,6,3
0.8,63.9,56,5.84,5.87,3.74,5,5,3
0.71,62.1,53,5.7,5.77,3.56,5,5,3
0.81,61.8,56,6,5.97,3.7,3,6,3
0.9,62.2,60,6.08,6.05,3.77,4,7,3
0.71,61.8,56,5.7,5.75,3.54,3,3,3
1.01,61.1,61,6.49,6.35,3.92,4,4,3
0.84,62.8,57,6,6.04,3.78,5,4,3
0.78,61.7,55,5.9,5.94,3.65,3,3,3
0.72,62.1,59,5.7,5.73,3.55,5,7,3
0.7,62.7,57,5.65,5.7,3.56,3,6,3
0.76,61.9,55,5.85,5.88,3.64,3,3,3
0.9,62.8,55,6.18,6.11,3.86,3,3,3
0.71,61.8,60,5.66,5.7,3.51,5,5,3
0.7,61.1,56,5.72,5.74,3.5,3,4,3
1.12,61.2,63,6.68,6.59,4.05,5,4,3
1.03,60.8,57,6.51,6.55,3.97,5,4,3
0.71,62.6,56,5.7,5.65,3.55,3,5,3
0.7,60.2,61,5.71,5.75,3.45,2,6,3
0.77,62.4,59,5.85,5.81,3.64,4,5,3
0.93,61.4,56,6.27,6.23,3.84,4,4,3
0.71,60.4,53,5.81,5.85,3.52,3,7,3
0.65,62.1,57,5.55,5.6,3.46,3,6,3
0.9,63.1,60,6.09,6.14,3.86,2,3,3
0.75,62.1,57,5.9,5.79,3.63,4,6,3
0.9,63.9,58,6.15,6.08,3.91,2,1,3
0.9,65.6,57,6.04,6.01,3.95,1,3,3
0.75,63.6,58,5.77,5.65,3.63,2,7,3
0.72,60.1,63,5.86,5.82,3.51,5,4,3
0.65,57.7,60,5.69,5.74,3.3,5,7,3
0.59,61.8,57,5.35,5.4,3.32,3,6,3
0.83,61.3,54,6.06,6.1,3.73,3,3,3
1,64.9,57,6.29,6.2,4.05,1,4,3
0.77,57.9,61,6.07,6.01,3.5,2,3,3
0.8,62.1,54,5.96,5.99,3.71,3,3,3
0.77,66.8,57,5.66,5.76,3.82,1,5,3
1.01,63.8,57,6.4,6.33,4.06,2,6,3
0.55,61.2,54,5.35,5.3,3.26,3,5,3
0.73,61.6,57,5.76,5.79,3.56,3,4,3
0.52,61.1,57,5.17,5.21,3.17,3,6,3
0.7,63.2,60,5.61,5.56,3.53,5,7,3
0.92,64.4,58,6.13,6.1,3.94,1,2,3
0.91,61.6,57,6.23,6.24,3.84,3,2,3
0.7,61.4,57,5.7,5.73,3.51,3,4,3
0.71,59.5,57,5.83,5.86,3.48,3,6,3
0.78,62.4,57,5.87,5.89,3.67,3,7,3
0.8,62.9,56,5.9,5.96,3.73,5,3,3
0.74,62.4,59,5.73,5.8,3.6,4,7,3
0.78,61,55,6,5.96,3.65,3,5,3
0.32,63.3,56,4.34,4.35,2.75,2,6,1
0.4,63.7,59,4.64,4.69,2.97,2,3,1
0.32,61.4,56,4.37,4.39,2.69,3,4,1
0.32,60.7,59,4.4,4.43,2.68,4,2,1
0.32,63.3,54,4.36,4.39,2.77,2,4,1
0.32,61.4,55,4.4,4.46,2.72,3,4,1
0.32,61.7,57,4.38,4.4,2.71,3,4,1
0.32,63,57,4.32,4.35,2.73,5,3,1
0.32,63.1,57,4.3,4.35,2.73,2,4,1
0.32,61.8,57,4.37,4.4,2.71,3,4,1
0.32,61.7,58,4.38,4.44,2.72,4,3,1
0.32,61.8,55,4.41,4.42,2.73,3,4,1
0.32,63.4,55,4.35,4.36,2.76,2,6,1
0.32,62.3,58,4.36,4.41,2.73,4,4,1
0.32,61.9,55,4.4,4.42,2.73,3,3,1
0.72,62.2,58,5.72,5.75,3.57,3,6,3
0.7,61.5,56,5.71,5.73,3.52,3,3,3
0.7,61,59,5.67,5.7,3.47,5,4,3
0.77,62.1,58,5.84,5.89,3.64,5,7,3
0.73,61.8,57,5.78,5.81,3.58,3,4,3
0.71,61.7,55,5.73,5.77,3.55,3,5,3
0.71,62.5,57,5.73,5.7,3.57,3,4,3
0.81,61.9,59,5.97,5.95,3.69,4,5,3
0.77,59.6,60,5.95,5.97,3.55,5,5,3
0.71,62.2,55,5.68,5.74,3.56,5,5,3
0.78,62.4,58,5.83,5.86,3.65,5,5,3
0.72,60.2,60,5.76,5.81,3.48,4,7,3
0.75,60.8,56,5.91,5.89,3.59,3,6,3
0.7,61.1,61,5.67,5.69,3.47,2,4,3
0.73,66,54,5.56,5.66,3.7,1,7,3
0.91,62.8,59,6.14,6.12,3.85,4,4,3
0.82,63.9,56.9,5.85,5.92,3.76,5,5,3
0.72,58.7,59,5.94,5.88,3.47,4,3,3
0.72,57.9,60,5.97,5.91,3.44,2,6,3
0.9,62.6,55,6.13,6.11,3.83,3,1,3
0.72,62.6,54,5.78,5.72,3.6,4,7,3
0.66,61.6,57,5.64,5.57,3.45,3,7,3
0.62,58.1,63,5.59,5.66,3.27,5,7,3
0.76,61.3,55,5.87,5.93,3.62,3,3,3
0.82,61.8,56,5.95,5.99,3.69,2,6,3
1.02,63.1,60,6.31,6.4,4.01,2,6,3
0.7,62.5,55,5.65,5.71,3.55,5,7,3
0.7,60.2,61,5.66,5.74,3.43,5,4,3
0.7,62.6,58,5.67,5.7,3.56,5,7,3
0.7,62.8,59,5.65,5.69,3.56,5,5,3
0.81,62.3,54,5.94,5.98,3.72,3,5,3
0.75,61.3,57,5.84,5.91,3.6,3,6,3
0.79,62.3,56,5.94,5.87,3.68,4,4,3
0.79,62.1,54,5.96,5.92,3.69,3,6,3
1.01,61.1,60,6.46,6.41,3.93,4,3,3
1.01,66.1,58,6.21,6.04,4.05,1,2,3
0.78,60.9,57,5.93,5.97,3.62,5,6,3
0.61,60.8,56,5.5,5.47,3.34,3,6,3
0.76,62.4,54,5.84,5.86,3.65,3,6,3
0.92,60.2,61,6.27,6.32,3.79,5,7,3
0.76,59.9,61,5.89,5.98,3.56,2,5,3
0.82,64.9,58,5.82,5.77,3.76,1,3,3
0.79,61.4,59,5.96,5.89,3.64,4,7,3
0.72,62.1,59,5.69,5.74,3.55,5,5,3
0.71,61.8,56,5.74,5.78,3.56,5,6,3
0.9,63.6,57,6.1,6.04,3.86,2,4,3
0.7,61.1,55,5.72,5.77,3.51,5,6,3
0.9,63.8,56,6.11,6.14,3.91,5,1,3
0.91,57.9,60,6.46,6.39,3.72,2,2,3
0.7,58.7,60,5.8,5.75,3.39,4,5,3
0.9,65.7,63,6.01,5.96,3.93,1,5,3
0.71,62,61,5.71,5.65,3.52,4,6,3
0.7,62.2,57,5.63,5.68,3.52,5,6,3
0.7,59.4,61,5.79,5.83,3.45,2,6,3
0.76,61.7,62,5.85,5.82,3.6,4,6,3
0.7,61.6,55,5.72,5.75,3.53,3,5,3
0.72,63,58,5.69,5.73,3.6,5,6,3
0.65,61.5,55,5.6,5.62,3.45,3,3,3
0.77,61.4,56,5.9,5.93,3.63,3,2,3
0.71,62.1,57,5.73,5.76,3.57,3,5,3
0.8,61.8,59,5.94,5.96,3.68,3,5,3
0.9,63.7,62,6.01,6.07,3.85,2,4,3
0.7,63.4,60,5.63,5.66,3.58,5,6,3
0.85,60,57,6.1,6.16,3.68,5,2,3
0.8,62.6,59,5.84,5.91,3.68,5,6,3
0.8,62.1,56,6.01,5.85,3.68,5,4,3
0.71,62.7,61,5.64,5.68,3.55,2,4,3
0.79,58.5,61,6.03,6.08,3.54,5,5,3
0.75,61.6,55,5.86,5.89,3.62,3,4,3
0.62,61.9,59,5.62,5.5,3.44,4,6,3
0.7,58,65,5.81,5.73,3.39,2,7,3
0.9,67,56,5.91,5.83,3.93,1,2,3
0.9,63.7,56,6.1,6.06,3.87,2,4,3
0.72,62.6,59,5.69,5.72,3.57,5,7,3
0.7,62.4,57,5.64,5.67,3.53,5,7,3
0.76,61.7,56,5.87,5.9,3.63,3,2,3
0.79,62.9,55,5.93,5.86,3.71,3,6,3
0.79,63.7,58,5.79,5.85,3.71,5,6,3
0.71,64.7,58,5.61,5.58,3.62,1,7,3
0.75,63.6,58,5.65,5.77,3.63,2,7,3
0.83,62.7,56,6.01,5.98,3.76,4,7,3
0.94,63.8,60,6.21,6.14,3.94,2,2,3
1,62.3,58,6.33,6.38,3.96,5,6,3
1,66.6,57,6.07,6.03,4.03,1,1,3
1,62.8,60,6.46,6.34,4.02,4,3,3
0.71,61.8,55,5.75,5.78,3.56,3,3,3
0.79,63.2,57,5.81,5.86,3.69,5,7,3
0.79,62,55,5.93,5.95,3.68,3,5,3
0.8,63.5,58,5.89,5.85,3.73,5,5,3
0.6,62.5,53.7,5.35,5.43,3.38,3,6,3
0.7,57.7,60,5.83,5.86,3.37,2,7,3
0.71,58.6,62,5.88,5.82,3.43,4,5,3
0.8,61,56,6.05,5.98,3.67,3,5,3
0.8,61.1,58,5.94,5.9,3.62,4,7,3
0.72,63.2,57,5.69,5.73,3.61,5,5,3
0.71,61.8,55,5.72,5.74,3.54,5,7,3
0.81,62.9,59,5.95,5.84,3.71,4,2,3
0.61,62.2,56,5.43,5.47,3.39,3,6,3
0.75,62.6,58,5.73,5.78,3.6,2,6,3
0.9,63.4,62,6.02,6,3.81,5,6,3
0.9,59.5,61,6.3,6.24,3.73,4,6,3
0.9,65.8,58,6.02,5.98,3.95,1,6,3
0.81,61.6,56,6.03,5.98,3.7,3,3,3
0.9,63.1,54,6.2,6.17,3.9,5,6,3
0.72,62.4,56,5.76,5.72,3.58,3,5,3
0.84,59.2,59,6.19,6.14,3.65,4,6,3
0.7,63.9,58,5.58,5.62,3.58,2,7,3
0.91,63,57,6.1,6.19,3.87,5,3,3
0.76,62.4,57,5.83,5.87,3.65,3,6,3
1.01,63.7,60,6.4,6.29,4.05,2,1,3
0.79,60.7,60,5.95,5.97,3.62,4,5,3
0.73,61.4,57,5.74,5.79,3.54,3,4,3
0.73,60.6,57,5.84,5.87,3.55,3,4,3
0.73,61.2,57,5.79,5.86,3.56,3,4,3
0.71,62.5,57,5.71,5.68,3.56,3,7,3
0.87,62.2,56,6.03,6.13,3.78,3,5,3
0.72,60.8,57,5.79,5.82,3.53,3,6,3
1.2,60.3,58,6.82,6.77,4.1,4,4,3
0.98,63.4,57,6.41,6.32,4.04,5,3,3
0.7,61.6,58,5.66,5.7,3.5,3,7,3
0.8,63.1,58,5.89,5.93,3.73,5,5,3
0.7,61.9,57,5.69,5.72,3.53,3,7,3
0.71,62.5,57,5.7,5.73,3.57,3,4,3
0.81,62.3,59,5.93,5.98,3.71,5,4,3
0.9,62.4,56,6.13,6.05,3.8,4,3,3
0.71,63,58,5.65,5.68,3.57,5,7,3
0.91,62.1,56,6.26,6.21,3.87,4,5,3
0.81,60.3,59,5.98,6.05,3.63,4,5,3
0.53,61.6,55,5.21,5.27,3.23,3,7,3
0.9,60.4,58,6.25,6.31,3.79,5,2,3
0.94,63,59,6.16,6.1,3.86,4,4,3
0.74,61.5,54,5.84,5.86,3.6,3,5,3
0.71,62.2,59,5.79,5.76,3.59,4,6,3
0.9,62.6,55,6.11,6.13,3.83,5,1,3
0.9,62.6,54,6.16,6.23,3.88,3,1,3
